index,artist,title,mood,lyrics
ML1738,Living Colour,Glamour Boys,pos,"6 ContributorsGlamour Boys Lyrics[Verse 1]
The glamour boys swear they are a diva
The glamour boys have it all under control
Always dancing, always laughing
The glamour boys are playing the role

[Verse 2]
The glamour boys never have no money
The glamour boys wear the most expensive clothes
The glamour boys are always at the party
Where the money comes from heaven only knows

[Chorus]
I ain't no glamour boy (I'm fierce!)
I ain't no glamour boy (Whoo!)
I ain't no glamour boy (I'm fierce!)
I ain't no glamour boy

[Verse 3]
The glamour boys live off their ambition
The glamour boys have it all figured out
A very, very dubious position
When you got no clout

[Verse 4]
The glamour boys' whole life is a gamble
They might get over or fall flat on their face
But if one does, there's no need to worry
Another G-Boy will take his place
You might also like[Chorus]
I ain't no glamour boy (I'm fierce!)
I ain't no glamour boy (Whoo!)
I ain't no glamour boy (I'm fierce!)
I ain't no glamour boy

[Verse 5]
The glamour boys don't think about tomorrow
The glamour boys just need tonight to play
But just like things you can't afford on credit
Time catches up and you have to pay

[Verse 6]
The glamour boys are always on the guest list
You'll always find them in the hottest spots in town
They'll be your friend if you have fame or fortune
If you don't they won't be hanging 'round

[Chorus]
I ain't no glamour boy (I'm fierce!)
I ain't no glamour boy (Whoo!)
I ain't no glamour boy (I'm fierce!)
I ain't no glamour boy, yeah, yeah

[Chorus]
I ain't no glamour boy (I'm fierce!)
I ain't no glamour boy (Whoo!)
I ain't no glamour boy (I'm fierce!)
I ain't no glamour boy, no, no
[Outro]
Hey, what do you mean my credit's no good?Embed"
ML1739,Norah Jones,The Long Way Home,pos,"8 ContributorsThe Long Way Home LyricsWell, I stumbled in the darkness
I'm lost and alone
Though I said I'd go before us
And show the way back home
Is there a light up ahead?
I can't hold on very long
Forgive me, pretty baby
But I always take the long way home

Money's just something you throw
Off the back of a train
I got a head full of lightning
And a hat full of rain
And I know that I said
I'd never do it again
Oh and I love you, sweet baby
But I always take the long way home

I put food on the table
And a roof overhead
But I'd trade it all tomorrow
For the highway instead
Watch your back, if I should tell you
Love's the only thing I've ever known
One thing for sure, sweet baby
I always take the long way home
You might also likeYou know I love you, baby
More than the whole wide world
I'm your woman
You know you are my pearl
So let's go out past the party lights
Where we can finally be alone
Come with me
And we can take the long way home

Come with me
Together we can take the long way home
Come with me
Together we can take the long way homeEmbed"
ML1740,Blood Brothers,Set Fire To The Face On Fire,neg,"6 ContributorsSet Fire to the Face on Fire LyricsFire! fire! fire!

Orange yellow and black flesh trees bloom fire fire fire
I'm trapped inside this motel 6 on fire, fire, fire
Those young fists clenched in the air
Make a million millionaires
Set fire to the ships on fire!
Set fire to the hips on fire!

Constellations strung up like barbed wire, wire, wire
I'm drinking cement like it's going out of style, style, style
Those cold hooks, cemetery claws
Raking out the infants' jaws
Set fire to the horse on fire!
Set fire to the dress on fire!
Set fire to the stage on fire!
Set fire to the stars on fire!

Now i'm tied to a seagull's back-yeah, fire, fire, fire
And all those black-haired bandits try to lure me down with their songs and choir, choir, choir
I'd rather shoot up a syringe filled with fire, fire, fire
Than go to bed with sounds so vacant and tired tired tired

What's the sound of a cashing check?
What's the sound of a gag reflex?
Like speakers crushed beneath an empty tank
Blowing the ugly off an airbrushed face
You might also likeSet fire to the drums on fire!
Set fire to the lions on fire!
Set fire to the house on fire!
Set fire to the face on fire!Embed"
ML1741,Times Of Grace,Fight For Life,neg,"3 ContributorsFight for Life LyricsUnderneath the darkened sky
Drifting through a sea of lies
Pulled into the under tow
My body dragged deep below
...
Give me strength to push on through
GIVE ME STRENGTH!
Seeking shelter from the storm

""carry me when i can't go on
Uplift my spirit
So i carry on
, was once lost
But now im found
Darkness pass away into the light of dawn 
Push on through
FIGHT FOR LIFE!""
FIGHT FOR LIFE!""

MY WORD
IS NOT WITH FEAR
BUT WITH THE SPIRIT
IN UNREST
I fear no man
I fear not death
You might also likeI fear no man
I will prevail

Give me strenght to carry on
Push on through the light of dawn

""carry me when i can't go on
Uplift my spirit
So i carry on
, was once lost
But now im found
Darkness pass away into the light of dawn 
Push on through

FIGHT FOR LIFE!""
FIGHT FOR LIFE!""
Push on through
FIGHT FOR LIFE!""
Push on through
FIGHT FOR LIFE!""
Push on throughEmbed"
ML1742,Pantera,Floods,neg,"21 ContributorsFloods Lyrics[Verse 1]
A dead issue (A dead issue)
Don't wrestle with it (Don't wrestle with it)
Deaf ears are sleeping (Deaf ears are sleeping)
A guilty bliss (Guilty bliss)
So inviting (Let me in)
Nailed to the cross

[Pre-Chorus 1]
(I feel you, relate to you, accuse you)
Wash away us all
Take us with the flood

[Chorus 1]
Then throughout the night they were raped and executed
(Then throughout the night they were raped and executed)
Cold hearted world

[Verse 2]
Your language unheard of (Your language unheard of)
The vast sound of tuning out (The vast sound of tuning out)
The rash of negativity (The rash of negativity)
Is seen one-sidedly (One-sidedly)
Burn away the day

[Pre-Chorus 2]
(The nervous, a drifting, the heaving)
Wash away us all
Take us with the flood
You might also like[Chorus 2]
Then throughout the day, mankind played with grenades
(Then throughout the day, mankind played with grenades)
Cold hearted world
And at night they might bait the pentagram
(And at night they might bait the pentagram)
Extinguishing the sun

[Bridge]
Wash away man, take him with the flood
Flood
Flood

[Guitar Solo]

Flood
Flood

[Instrumental Outro]10Embed"
ML1743,Chet Baker,Let's Get Lost,neg,"8 ContributorsLet’s Get Lost LyricsLet's get lost
Lost in each other's arms
Let's get lost
Let them send out alarms
And though they'll think us rather rude
Let's tell the world
We're in that crazy mood

Let's defrost
In a romantic mist
Let's get crossed
Off everybody's list
To celebrate this night we found each other
Mmm, let's get lost

Let's defrost
In a romantic mist
Let's get crossed
Off everybody's list
To celebrate this night we found each other
Mmm, let's get lostYou might also likeEmbed"
ML1744,Sarah Vaughan,Little Girl Blue,pos,"2 ContributorsLittle Girl Blue LyricsWhen I was very young
The world was younger than I
As merry as a carousel

The circus tent was strung
With every star in the sky
Above the ring I loved so well
Now the young world has grown old
Gone are the tinsel and gold

Sit there and count your fingers
What can you do?
Old girl, you're through
Sit there and count your little fingers
Unlucky, little girl blue

Sit there and count the raindrops
Falling on you
It's time you knew
All you can count on is the raindrops
That fall on little girl blue

No use, old girl
You may as well surrender
Your hope is getting slender
Why won't somebody send a tender
Blue boy
To cheer little girl blue?
You might also likeNo use, old girl
You may as well surrender
Your hope is getting slender
Why won't somebody send a tender
Blue boy
To cheer little girl blue?1Embed"
ML1745,Sepultura,Territory,neg,"16 ContributorsTerritory Lyrics[Verse 1]
Unknown man speaks to the world
Sucking your trust, a trap in every word

[Chorus]
War for territory
War for territory

[Verse 2]
Choice control behind propaganda
Poor information to manage your anger

[Chorus]
War for territory
War for territory

[Bridge]
Dictator's speech blasting off your life
Rule to kill the urge, dumb asshole's speech

[Guitar Solo]

[Verse 3]
Years of fighting, teaching my son
To believe in that man, racist human being
Racist ground will live, shame and regret
Of the pride you've once possessed
You might also like[Chorus]
War for territory
War for territory3Embed"
ML1746,Kem,Into You,pos,"1 ContributorInto You Lyrics[Verse 1]
It's your voice, in my ear
It's your perfume, in the air
It's your smile, and your laugh
It's the greatest feelin' that I've ever had

[Chorus]
I'm into you, girl
I get more confident
Each time you call my name
I'm into you, ooh, girl
I guess I must admit I'm finally tuned in
I'm into you, ooh, girl

[Verse 2]
From your hair, to your toes
You're like sunshine to my soul
Every move that you make
Tastes like candy to my brain
And I'm so in love with you
And I'm hopin' you love me too
And I'm havin' such a lovely time
I get so excited, girl, you blow my mind

[Chorus]
I'm into you, girl
I get more confident
Each time you call my name
I'm into you, ooh, girl
I guess I must admit I'm finally tuned in
I'm into you
You might also like[Bridge]
I got somethin' for you
And I hope you think its good
I gotta plan on pickin' you up
And givin' you all my love
I wanna give you everything
Whatever you want, I'll do, yeah
'Cause I'm shakin', girl
I'm achin', I just can't take it

[Chorus]
I'm so into you, girl
I get more confident
Each time you call my name
I'm into you, ooh, girl
I guess I must admit I'm finally tuned in
I'm into you, ooh, girl
I got no self defense
I'm helpless you can have your way
I'm into you, ooh, girl
I wanna give you everything
And I will do what you say
I'm into you, girl, mmm

[Outro]
Your smile, yeah, your laugh, I like your style
I'm into you, ooh, girl
Into your heart, girl, your soul, babe, I can't let go
I'm into you, ba-ba-bm, girl
I like your vibe, girl, the way you move
I wanna spend more time
Into you, ooh, girl
You make laugh, baby
I'm so glad, girl, for what we have
I'm into you, ba-ba-bm, girl, yeah
I got no self defense, I'm helpless, baby
I guess I must admit I
I wanna spend my, time girl
I'm diggin' nails, girl, see
I like your legs, baby
From your head to your toes
I'm into you, girl
I'm into you, girl, yeah, see
I get more confidentEmbed"
ML1748,Dinah Washington,Blue Skies,pos,"3 ContributorsBlue Skies LyricsBlue skies
Smiling at me
Nothing but
Blue skies
Do i see

Bluebirds
Singing a song
Nothing but
Bluebirds
All day long

Never saw the sun
Shining so bright
Never saw things
Going so right
Noticing the days
Hurryng by
When you're in love
My how the fly

Blue days
All of them gone
Nothing but
Blue skies
From now onYou might also likeEmbed"
ML1749,Jill Scott,Bedda At Home,pos,"4 ContributorsBedda at Home Lyrics[Verse]
You're the kind that turns my head and makes me look
Whoa whoa whoa uh uh uh...uh
You're the kind that makes me pull single dollars
Out my pocket book, ooh baby
You're sexiness and [?] makes me
Wanna cook my favorite recipe and place it on your table, baby
You're intoxicating and so divine
You're the kind that stays on a sista's mind
And I know you'll think this is crazy

[Chorus]
But I got something better at home
Ooh whoo oo woo woo
Hey hey, I got something better at home

[Verse]
He's the kind that breaks it down and curls my toes
Woo woo woo baby ow
He's the kind that loves my mind and feeds my soul
And I love it, baby
His intellect and outer respect makes me wanna crawl
And be my best and I know he loves his baby
He sense of self and silliness
Makes the hardest things the simplest
And I look, but don't touch
Never know, baby
You might also like[Chorus]
'Cause I got something better at home
Ooh ohoo ooo
'Cause I, I got something better at home
Ooh ohh woo wooo

[Bridge]
Baby, I know you love me
And your love is wonderful
You help me feel free
I won't betray you unintentionally or intentionally
I got you, babe
You can rest your shoulders and sleep at night
Okay, alright

[Outro]
'Cause I know, 'cause I know know know
I know I got something better at home, whoo
I know I got something better at home
Oh oooh woo woo wooo
Alright alright, let's calm downEmbed"
ML1750,Evile,Armoured Assault,neg,"2 ContributorsArmoured Assault LyricsThunder through the darkness
The curse of war has come
An armoured force invading
Serenities undone
Disciples of pure hatred
Like lightning they attack
The carry a torch of evil
The flame that burns black

Signed in blood
A pact is made
Destruction and murder has come
With blistering pace
Let battle commence
Armoured assault has begun

Cites burn in flames
Only ruins remain
Blood stains the earth
Defenders fight in vain
Crushing all before them
With metal armoured might
Futile prayers for mercy
Unanswered in the fight

Signed in blood
A pact is made
Destruction and murder has come
With blistering pace
Let battle commence
Armoured assault has begun
You might also likeLocked in bitter conflict
Leg devastation begin
The iron fist of evil
Condemns you and your kin
Destruction of subhuman race
Innocents shall die
The plague of war corrupts the earth
They’re fighting for a lie

Signed in blood
A pact is made
Destruction and murder has come
With blistering pace
Let battle commence
Armoured assault has begunEmbed"
ML1751,The Brian Jonestown Massacre,Sailor,neg,"4 ContributorsSailor LyricsI'm sailing my ship across your sea
The stars are guiding me
I'm going where no-one else can be
Across your shinning sea
I am,that is i was all i can be
And that confuses me
I'm sailing my ship away to sea
And i'm so lonely
I'm so lonelyYou might also likeEmbed"
ML1752,Caribou,Sun,pos,"4 ContributorsSun Lyrics[Verse 1: Caribou]

Sun!You might also like1Embed"
ML1753,Dean Martin,Send Me The Pillow You Dream On,pos,"2 ContributorsSend Me the Pillow You Dream On Lyrics[Intro]
(So, darling, I can dream on it too)

[Verse 1]
Send me the pillow that you dream on
Don't you know that I still care for you?
Send me the pillow that you dream on
So, darling, I can dream on it too

[Verse 2]
Each night while I'm sleeping, oh, so lonely
I'll share your loving dreams that once were true
Send me the pillow that you dream on
So, darling, I can dream on it too

[Verse 3]
(I've waited so long for you to write me)
But just a memory's all that's left of me
So send me the pillow that you dream on
So darling I can dream on it too

[Outro]
So, darling, I can dream on it tooYou might also likeEmbed"
ML1754,Abysmal Dawn,The Descent,neg,"2 ContributorsThe Descent LyricsAs I breathe this cold that confines me
It is I who hopes to bring light
To this valley of death
Behind the shadow of lies

Brilliant beams converge now to blind me
I cannot feel shame nor regret
But in the presence of death
When the vultures arrive

Slaves, your time of descent will come with us all
Pain the way of all flesh that withers to old

All that you dream will be forgotten
And burn with the kindred of souls
I am the seed who has begotten
To rot with the waste of this earth down below
Now burn with the kindred of souls
Your hopes have now aged and withered away

All that you dream will be forgotten
And burn with the kindred of souls
I am the seed who has begotten
To rot with the waste of this earth down belowYou might also likeEmbed"
ML1755,Ella Fitzgerald,Rocks In My Bed,pos,"2 ContributorsRocks In My Bed LyricsMy heart is heavy as lead
Because the blues has done spread
Rocks in my bed

Of all the people I see
Why do they pick on poor me
And put rocks in my bed

All night long I weep
So how can I sleep
With rocks in my bed

There's only two kinds of people
I can't understand
There's only two kinds of people
I can't understand
That's a deceitful woman
And a hard faced man

She took my man away
And ain't goin' bring him back
She took my man away
And ain't goin' bring him back
She's lower than a snake down in a wagon track

(bridge)
I got rocks in my bed
I got rocks in my bed
Rocks in my bed
I got rocks in my bed
You might also likeUnder-loved, over-fed
My man's gone, so instead
I got rocks in my bed
Under-loved, over-fed
My man's gone, so instead
I got rocks in my bedEmbed"
ML1757,Bloc Party,Banquet,neg,"42 ContributorsBanquet Lyrics[Verse 1]
A heart of stone, a smoking gun
I can give you life, I can take it away
A heart of stone, a smoking gun
I'm working it out
Why'd you feel so underrated?
Why'd you feel so negated?

[Chorus]
Turning away from the light, becoming adult
Turning into myself
I wanted to bite not destroy, to feel her underneath
Turning into the light

[Verse 2]
She don't think straight
No, no, no, she don't think straight
She's got such a dirty mind and it never ever stops
And you don't taste like her and you never ever will
And we don't read the papers, we don't read the news
Heaven's never enough, we will never be fooled

[Chorus]
Turning away from the light, becoming adult
Turning into myself
I wanted to bite not destroy, to feel her underneath
Turning into the light
You might also like[Bridge]
And if you feel (And if you feel)
A little left behind (A little left behind)
We will wait for you on the other side
And if you feel (And if you feel)
A little left behind (A little left behind)
We will wait for you on the other side

[Outro]
'Cause I'm on fire
'Cause you know I'm on fire when you come
'Cause you know I'm on fire
'Cause you know I'm on fire so stomp me out
'Cause I'm on fire
'Cause I'm on fire
'Cause I'm on fire
'Cause I'm on fire23Embed"
ML1758,The Kooks,If Only,neg,"5 ContributorsIf Only Lyrics[Verse 1]
So hold your head and hold your tongue
But only say what you have to
And as a child, yes, I dreamed
Of holding her in the silver screen
She loved her man but loved him twice
I wish I'd been that passenger
Having fun, fly my kite
The devil inside won't control my life
And too much love, so little hate
The devil inside won't control my fate

[Chorus]
Oh, if only, if only
Oh, he wasn't so lonely
He'd have someone to play with
Instead of bombing our neighbours, yeah, yeah

[Verse 2]
So here I go to see the world
With my eyes and with my soul
And too much love, so little hate
The devil inside won't control my fate

[Chorus]
Oh, if only, if only
Oh, he wasn't so lonely
He'd have someone to play with
Instead of bombing our neighbours, yeah, yeah, yeah
You might also like[Verse 3]
So hold your head and run my time
The what of life no man can rhyme
So here we are and here we bleed
To be a victim, there's no need
Having fun, I never fight
The devil inside controls my life
Too much love so little hate
The devil inside will control my fate

[Chorus]
Oh, if only, if only
Oh, he wasn't so lonely
He'd have someone to play with
Instead of bombing our neighbours
Oh, if only, if only
Oh, he wasn't so lonely
He'd have someone to play with
Instead of bombing our neighbours2Embed"
ML1759,The White Tie Affair,Candle ,neg,"5 ContributorsCandle (Sick and Tired) Lyrics[Verse 1]
I took her out on a February morning
Just getting over it and dealing with the mourning
I started thinking out loud
I'm so sick and tired of being sick and tired

[Pre-Chorus]
My baby's flying off the edge of the rope
She's saying, ""I'm so sorry about that note""
That left me all alone
But I'm so sick and tired of being sick and tired

[Chorus]
Somebody turn the lights on
Somebody tell me what's wrong
I'd be lying if I told you
Losing you was something I could handle
Somebody turn the lights on
Somebody tell me how long
All this darkness will surround you
'Cause I'm burning for you
Burning like a candle

[Verse 2]
Seven days since I've seen your face
Seven nights I have laid to waste
I'm burning out now
I'm sick and tired of being sick and tired
You might also like[Pre-Chorus]
I know we're hanging at the end of the rope
We've flown too high, maybe swung too low
I heard her screaming out loud (I heard her screaming out loud)
I heard her screaming out loud (I heard her screaming out)

[Chorus]
Somebody turn the lights on
Somebody tell me what's wrong
I'd be lying if I told you
Losing you was something I could handle
Somebody turn the lights on
Somebody tell me how long
All this darkness will surround you
'Cause I'm burning for you
Burning like a candle

[Bridge]
Think, think, think
All the things that you say
What are the things that you mean?
What are the things that you say, say, say to me?
'Cause you're a tragedy
A queen for his majesty
All this blasphemy
Your kingdom is crumbling
You're a tragedy
A queen for his majesty
All this blasphemy
Your kingdom is crumbling
[Chorus]
Somebody turn the lights on
Somebody tell me what's wrong
I'd be lying if I told you
Losing you was something I could handle
Somebody turn the lights on
Somebody tell me how long
All this darkness will surround you
'Cause I'm burning for you
Burning like a candle

[Outro]
Burning for you
Burning like a candle (Ahh-ohh-ohh)
Burning for you
Burning like a candleEmbed"
ML1760,Keane,This Is The Last Time,neg,"16 ContributorsThis Is the Last Time Lyrics[Verse 1]
This is the last time
That I will say these words
I remember the first time
The first of many lies
Sweep it into the corner
Or hide it under the bed
Say these things, they go away
But they never do

[Pre-Chorus]
Something I wasn't sure of
But I was in the middle of
Something I forget now
But I've seen too little of

[Chorus]
The last time
You fall on me for anything you like
Your one last line
You fall on me for anything you like
And years make everything alright
You fall on me for anything you like
And I, no, I don't mind

[Verse 2]
This is the last time
That I will show my face
One last tender lie and
Then I'm out of this place
Tread it into the carpet
Or hide it under the stairs
You say that some things never die
Well, I tried and I tried
You might also like[Pre-Chorus]
Something I wasn't sure of
But I was in the middle of
Something I forget now
But I've seen too little of

[Chorus]
The last time
You fall on me for anything you like
Your one last line
You fall on me for anything you like
And years make everything alright
You fall on me for anything you like
And I, no, I don't mind

[Chorus]
The last time
You fall on me for anything you like
Your one last line
You fall on me for anything you like
And years make everything alright
You fall on me for anything you like
And I, no, I don't mind5Embed"
ML1761,Smashing Pumpkins,I Am One,neg,"13 ContributorsTranslationsPortuguêsI Am One Lyrics[Verse 1]
I am one as you are three
Try to find a messiah in your trinity
Your city to burn, your city to burn
Try to look for something in your city to burn
You’ll burn

[Chorus]
Am I as I seem?
I’m down
Down
So down

[Verse 2]
Time is right for a guiding light
Try to turn to reasons in your bitter life
Your city to burn, your city to burn
Try to look for something in your city to burn
You’ll burn

[Bridge]
See you, don’t you just want to
See you, I am one
See you, don’t you just want to
See you
You might also like[Outro]
See you, don’t you just want to
See you, I am one
See you, don’t you just want to
See you, I am one5Embed"
ML1762,Visions Of Atlantis,Twist Of Fate,neg,"3 ContributorsTwist of Fate LyricsWhat are you crying for?
What is your desire?
How can I help a poor soul?
Swallow the solution I offer you
Exhale and you lose all your fear

Just give it a try
You want to
So I do what you ask me to do

It's never too late for a twist of fate
Believe and elate your mind
And try to segregate the feelings you hate
On my watch you'll be able to fly

Don't you feel better now?
Rely onto me
My cure is a lifetime deal
Love me and hate me
Fear me and take me
Die a thousand times

I just want to be another me
Cause I can't stand the uncertainty
Why can't I just see another side of myself
You might also likeJust give it a try
You want to
So I do what you ask me to do

It's never too late for a twist of fate
Believe and elate your mind
And try to segregate the feelings you hate
On my watch you'll be able to flyEmbed"
ML1763,Wilco,War On War,neg,"23 ContributorsWar on War Lyrics[Verse 1]
It's a war on war
It's a war on war
It's a war on war
It's a war on war
It's a war on war
It's a war on war
It's a war on war
There's a war on

[Chorus]
You're gonna lose
You have to lose
You have to learn how to die

[Verse 2]
Let's watch the miles flying by
Let's watch the miles flying by
You are not my typewriter
But you could be my demon
Moving forward through flaming doors

[Chorus]
You have to lose
You have to learn how to die
If you want to want to be alive
Okay
You might also like[Chorus]
You have to lose
You have to lose
You have to learn how to die
If you want to want to be alive

[Chorus]
You have to die
You have to die
You have to learn how to die
If you want to want to be alive
Okay1Embed"
ML1764,Jenny Lewis,Pretty Bird,pos,"5 ContributorsPretty Bird Lyrics[Verse 1]
Pretty bird, pretty bird
Why you so still?
Pretty bird, pretty bird
We've been waiting on you

[Chorus]
You go west for the black setting sun
You go south to the white spirit world
You go east for those real green eyes
You go north, walk the good red road
Pretty bird

[Verse 2]
If there's a mirror in heaven
Pretty bird, pretty bird
There's a window on earth

[Chorus]
You go west for the black setting sun
You go south to the white spirit world
You go east for those real green eyes
You go north, walk the good red road
Pretty bird

[Bridge]
Sun pity me, yeah
Moon pity me, yeah
Stars pity me
For the blood of the pretty
The blood of the pretty
The blood of the pretty bird
You might also like[Verse 3]
Pretty bird, pretty bird
We're starving you still

[Chorus]
You go west for the black setting sun
You go south to the white spirit world
You go east for those real green eyes
You go north, walk the good red road
Pretty birdEmbed"
ML1765,Visions Of Atlantis,Conquest Of Others,neg,"3 ContributorsConquest of Others LyricsDespite is what I teach
Is what I fear
Is what I preach
War is what I bring
Is what I do
I do for you
Hate is what I learned
Is what I leave when I return

Crush down all you fear
Cause you don't understand
Eliminate the opposite
Make enemies and friends your slaves

A border is just a line on the cards of the weak
A crime is just a crime if you get sentenced for it

The world is my audience on screens I dictate
Its actors my puppets
Slaves of the state

Despite is what I teach
Is what I fear
Is what I preach
War is what I bring
Is what I do
I do for you
Hate is what I learned
Is what I leave when I return
You might also likeCrush down all you fear
Cause you don't understand
Eliminate the opposite
Make enemies and friends your slaves

On my own stage I pull the strings
I write the tragedy
Everybody obeys my will
I write the tragedy
Nobody wins

Sorrow is my profit
Finally death is what I sell
Hate is my business and I create your hell
Do you know who I am?

Crush down all you fear
Cause you don't understand
Eliminate the opposite
Make enemies and friends

I am the illusionist
Satan and God
The world is my playground
And freedom is my fraudEmbed"
ML1766,Steel Train,Firecracker,neg,"3 ContributorsFirecracker LyricsFire cracker!
You waved in the night
And something that I saw was flaming
Your body, it was real in the light
On the Fourth of July we were screaming
Well, I saw the lonely road
You left and said to me don't follow
Cause I'll only bring you sorrow
And on down my lonely road
You left and I just said
""Oh no, no, no, no, no.""
All I said
""No, no, no, no, no.""

Well I'm back in my old town again
Is there something still alive that I left Here?
You still like the boys on the street
I will take you uptown just to see you Meet them

And I saw the lonely road
You left and said to me don't follow
Cause I'll only bring you sorrow
And on down my lonely road
You left and I just said
""Oh no, no, no, no, no.""
All I said
""No, no, no, no, no.""
You might also likeYou know, I've been reading the bible For a change
Maybe there's something I have missed There
I said, I've seen, well, I've seen some Eyes in the rain
And they creep at my mind and I saw You whisper
Well, fire cracker you waved in the night
And something that I saw was flaming
Do you feel like we left something here?
Something worth coming back and Claiming?

Well, I saw the lonely road
You left and said to me don't follow
Cause I'll only bring you sorrow
And on down my lonely road
You left and said to me don't follow
You sleep and dream for tomorrow

Down in the dead of night
You left and said to me don't follow
Cause I'll only bring you sorrow
And on down my lonely road
You left and I just said
""Oh no, no, no, no, no.""
Well, I said
No, no, no, no, noEmbed"
ML1767,Cavalera Conspiracy,Blunt Force Trauma,neg,"2 ContributorsBlunt Force Trauma LyricsBlunt force trauma
Fight anger with anger
Blow to the head
Destroy the liars

Blunt force trauma
Treatment fall
Bulldozer
Decimate destroy

Blunt force trauma
Blunt force trauma
Blunt force trauma
Blunt force trauma

Chaos lover
Arise the disorder
Destroyer
Kill without order

Blunt force trauma
Violence disorder
Suicide bomber
Now you in a coma

Blunt force trauma
Blunt force trauma
Blunt force trauma
Blunt force trauma
Yeah!
You might also likeCapillaries burst inside your brain
When you feel this pain
You'll go insane
And now you bleed till you bleed it out
Suffer the pain
As your body drops outEmbed"
ML1768,Mastodon,Iron Tusk,neg,"12 ContributorsIron Tusk LyricsStraight line
Feel it burst liver and lung
Long and strong
'Til she spills her black blood

Center down
Vast the head, body and tail
Shatter life
Physeter catodon

Culture vulture
Elephant graveyard

[Instrumental Break]

Culture vulture
Engage monster
Wreaking vengeance
Assault with all martial rage

Sail onYou might also like2Embed"
ML1771,Neil Diamond,Kentucky Woman,pos,"6 ContributorsKentucky Woman Lyrics[Verse 1]
Kentucky woman
She shine with her own kind of light
She'd look at you once
In a day, that's all wrong
Well, it's alright

[Pre-Chorus]
And I love her
God knows, I love her

[Chorus]
Kentucky woman
If she get to know you
She goin' to own you
Kentucky woman

[Verse 2]
Well, she ain't the kind make heads turn
At the drop of her name
But something inside that she's got
Turns you on just the same

[Pre-Chorus]
And she loves me
God knows, she loves me
You might also like[Chorus]
Kentucky woman
If she get to know you
She goin' to own you
Kentucky woman

[Bridge]
I don't want much
The good Lord's earth beneath my feet
A gentle touch
From that one girl
And life is
Sweet and good

[Pre-Chorus]
Ain't no doubt
I'm talkin' about

[Chorus]
Kentucky woman
If she get to know you
She goin' to own you
Kentucky woman

[Bridge]
I don't want much
The good Lord's earth beneath my feet
A gentle touch
From that one girl
And life is
Sweet and good
[Pre-Chorus]
There ain't no doubt
I'm talkin' about

[Chorus]
Kentucky woman
If she get to know you
She goin' to own you
Kentucky woman

[Outro]
Kentucky Woman
Kentucky WomanEmbed"
ML1772,Tinariwen,Matadjem Yinmixan,neg,"3 ContributorsMatadjem Yinmixan LyricsMATADJEM YINMIXAN (Why all this hate between you)

MATADJEM YINMIXAN SARHREMT YARATAN
Why all this hate between you which you teach your children

TOJAWAN ALRHALEM TATERARAWAN
The world looks at you and surpasses your understanding

WAR TOLIHAM ID'KOUFAR WAR TOLIHAM D'ARABAN
You who resemble neither a westerner nor an Arab

TOMANAM ISTIWSATEN TIDIT TINDARAWAN
Your faith in the tribes blinds you to the truth

WADA AL ASSAWKA IYALAH WALAIYEN DOWAN ADAHAR
Even if God were to send a blessing down for you to share

D'IMIDINET TAFLIST IS WADEK ATEKDAR
With a friend, they will only betray your confidenceYou might also likeEmbed"
ML1773,Miike Snow,Burial,neg,"7 ContributorsBurial Lyrics[Verse 1]
Misery is all we know lately
Saturdays are all the same
Sympathy is overrated
Like a snapshot when you've lost the game

[Pre-Chorus]
Now it's all a funeral
I've become a serial killer of us all
Now it's all a funeral
I've become a serial killer of us all
[Chorus]
No, I don't wanna get thrown in your ocean
Don't try, you know that we already know it
It's over
At your own burial
Don't forget to cry at your own burial

[Verse 2]
Thinking of my 81st birthday
Every day this body goes to waste
Remembering how I would raise an army
When we went back to your place

[Pre-Chorus]
Now it's all a funeral
I've become a serial killer of us all
Now it's all a funeral
I've become a serial killer of us all
You might also like[Chorus]
No, I don't wanna get thrown in your ocean
Don't try, you know that we already know it
It's over
At your own burial
Don't forget to cry at your own burial
At your own burial
Don’t forget to cry at your own burial

At your own burial
Don't forget to cry
At your own burial1Embed"
ML1774,Alice Russell,Hurry On Now,neg,"1 ContributorHurry On Now LyricsNow my road has turned to tracks
Stones to pebbles, see them roll away
My wandering troubles need not break my back
Mmm, sorrow is the price I pay

I sing my sorrows to the morning; I speak them to the night
You best believe I'll keep singing until I make my wrongs so right
Devil said, a pity for your troubles to take your tired old soul
So you know you got to go

Hurry, to catch the morning
You got to hurry on now
In the night
I would heed my sorrow
And it knows, won't be long now
Hurry

Now with blind hands, I crawl this lonely place
As my dry tears fall and roll away
I can't see troubles as they dance behind my back
Ooo, sorrow is my soul to slay

He stole my sorrows from the morning; he ripped them from the night
And you best believe I'll keep singing to make my wrongs so right
Devil took a pity of my troubles; he holds my tired old soul
So I know I got to go
You might also likeHurry, to catch the morning
I got to hurry on now
In the night
I would heed my sorrow
Now I know, won't be long now
HurryEmbed"
